,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE
4471,"SIGNORELLI, Luca",Virgin and Child with Sts Jerome and Bernard of Clairvaux,https://www.wga.hu/html/s/signorel/various/5m_child.html,https://www.wga.hu/detail/s/signorel/various/5m_child.jpg,web_gallery_ssignorelvarious5m_child.jpg,"Although several scholars doubt whether this painting is by Luca Signorelli and regard it a workshop product, it is more probable that the tondo for private devotion was designed and also executed by the master himself. That the painting is Signorelli's autograph work is revealed by the outstanding quality of certain details, in particular the faces of the Virgin and St Jerome, and by the structure of the ample and characteristic draperies.",1451-1500,"Oil on panel, diameter 1112 cm"
4472,"SIGNORELLI, Luca",Scenes from the Lives of Joachim and Anne,https://www.wga.hu/html/s/signorel/various/5scene1.html,https://www.wga.hu/detail/s/signorel/various/5scene1.jpg,web_gallery_ssignorelvarious5scene1.jpg,"This panel and another, The Birth of the Virgin in the same private collection, are from a predella of an unidentified Luca Signorelli altarpiece. In this panel three episodes are depicted: Joachim's expulsion from the temple; an angel visiting him in his retreat; meeting with his wife at the Golden Gate.",1451-1500,"Panel, 24 x 43 cm"
4473,"SIGNORELLI, Luca",The Birth of the Virgin,https://www.wga.hu/html/s/signorel/various/5scene2.html,https://www.wga.hu/detail/s/signorel/various/5scene2.jpg,web_gallery_ssignorelvarious5scene2.jpg,"This panel and another, The Birth of the Virgin in the same private collection, are from a predella of an unidentified Luca Signorelli altarpiece.",1451-1500,"Panel, 24 x 43 cm"
4474,"SIGNORELLI, Luca",St Augustine Altarpiece (left wing),https://www.wga.hu/html/s/signorel/various/61bichi.html,https://www.wga.hu/detail/s/signorel/various/61bichi.jpg,web_gallery_ssignorelvarious61bichi.jpg,"In 1498 Luca Signorelli executed a great altarpiece for the Bichi Chapel in the church of Sant'Agostino, Siena. Two wings, now in the Staatliche Museen, Berlin, flanked a statue of St Christopher ascribed to Francesco di Giorgio Martini (Musée du Louvre, Paris). The predella is now divided between various museums.",1451-1500,"Poplar, 146 x 76 cm"
4475,"SIGNORELLI, Luca",St Augustine Altarpiece (right wing),https://www.wga.hu/html/s/signorel/various/62bichi.html,https://www.wga.hu/detail/s/signorel/various/62bichi.jpg,web_gallery_ssignorelvarious62bichi.jpg,"In 1498 Luca Signorelli executed a great altarpiece for the Bichi Chapel in the church of Sant'Agostino, Siena. Two wings, now in the Staatliche Museen, Berlin, flanked a statue of St Christopher ascribed to Francesco di Giorgio Martini (Musée du Louvre, Paris). The predella is now divided between various museums.",1451-1500,"Poplar, 146 x 76 cm"
4476,"SIGNORELLI, Luca",Martyrdom of St Sebastian,https://www.wga.hu/html/s/signorel/various/63sebast.html,https://www.wga.hu/detail/s/signorel/various/63sebast.jpg,web_gallery_ssignorelvarious63sebast.jpg,"The figure bending at the waist was a popular motif at the end of the fifteenth century, especially experimented with for the companies of archers in narratives of St Sebastian's torture. Such poses give variation to figural groups and demonstrate the artist's skill, both in drawing and in placing the figure in a complex space.",1451-1500,Oil on wood288 x 175 cm
4477,"SIGNORELLI, Luca",Mary Magdalene,https://www.wga.hu/html/s/signorel/various/7magdale.html,https://www.wga.hu/detail/s/signorel/various/7magdale.jpg,web_gallery_ssignorelvarious7magdale.jpg,,1451-1500,Panel
4478,"SIGNORELLI, Luca","The Trinity, the Virgin and Two Saints",https://www.wga.hu/html/s/signorel/various/8trinity.html,https://www.wga.hu/detail/s/signorel/various/8trinity.jpg,web_gallery_ssignorelvarious8trinity.jpg,"The painting was commissioned to Luca Signorelli by the Confraternità della Trinità dei Pellegrini of Cortona and shows a compact, tightly constructed composition. The Virgin and Child represent the central axis around which the Archangels Michael and Gabriel and Sts Augustine and Athanasius are grouped.",1451-1500,"Tempera on wood, 272 x 180 cm"
4479,"SILVESTRE, Louis de",Christ on the Cross Formed by Clouds,https://www.wga.hu/html/s/silvest/louis/crucifix.html,https://www.wga.hu/detail/s/silvest/louis/crucifix.jpg,web_gallery_ssilvestlouiscrucifix.jpg,"This work is a sketch for a monumental work by Silvestre measuring 291 x 201 cm. The full-scale version is described at length in an inscription in French by the artist, which can equally well be applied to the present sketch:",1701-1750,"Oil on canvas, 73 x 52 cm"
4480,SIMON VON TAISTEN,St Ambrose with St Florian and St George; St Erasmus with St Margaret and St Dorothy,https://www.wga.hu/html/s/simon/panels.html,https://www.wga.hu/detail/s/simon/panels.jpg,web_gallery_ssimonpanels.jpg,"The influence of the artist's Tyrolean contemporaries, Michael and Friedrich Pacher, can be observed in these Gothic panels.",1451-1500,"Oil on panel, 151 x 76 cm (each)"
4481,SIMONE DEI CROCEFISSI,The Coronation of the Virgin,https://www.wga.hu/html/s/simone_d/coronati.html,https://www.wga.hu/detail/s/simone_d/coronati.jpg,web_gallery_ssimone_dcoronati.jpg,,1351-1400,"Tempera and gold on panel, 50 x 38 cm"
4482,SIMONE MARTINI,Maestà (Virgin with Child Enthroned between Saints and Angels),https://www.wga.hu/html/s/simone/2maesta/maesta_2.html,https://www.wga.hu/detail/s/simone/2maesta/maesta_2.jpg,web_gallery_ssimone2maestamaesta_2.jpg,"After a few years of Duccio's Maestà, Simone painted his Maestà for the Palazzo Pubblico in Siena, as the ideal of the good and just government. This is the oldest painting that can be safely attributed to him. The end wall of the Sala del Mappamondo is entirely covered by this fresco. Surrounded by a frame decorated with twenty medallions depicting the Blessing Christ, the Prophets and the Evangelists and with smaller shields containing the coat-of-arms of Siena, the fresco shows a host of angels, Saints and Apostles, with the Madonna and Child in the centre. The whole scene, set against a deep blue background, is surmounted by an imposing canopy of red silk.",1301-1350,"Fresco, 763 x 970 cm"
4483,SIMONE MARTINI,Maestà (Virgin with Child Enthroned between Saints and Angels),https://www.wga.hu/html/s/simone/2maesta/maesta_s.html,https://www.wga.hu/detail/s/simone/2maesta/maesta_s.jpg,web_gallery_ssimone2maestamaesta_s.jpg,"After a few years of Duccio's Maestà, Simone painted his Maestà for the Palazzo Pubblico in Siena, as the ideal of the good and just government. This is the oldest painting that can be safely attributed to him. The end wall of the Sala del Mappamondo is entirely covered by this fresco. Surrounded by a frame decorated with twenty medallions depicting the Blessing Christ, the Prophets and the Evangelists and with smaller shields containing the coat-of-arms of Siena, the fresco shows a host of angels, Saints and Apostles, with the Madonna and Child in the centre. The whole scene, set against a deep blue background, is surmounted by an imposing canopy of red silk.",1301-1350,"Fresco, 763 x 970 cm"
4484,SIMONE MARTINI,View of the St Martin Chapel,https://www.wga.hu/html/s/simone/3assisi/00view.html,https://www.wga.hu/detail/s/simone/3assisi/00view.jpg,web_gallery_ssimone3assisi00view.jpg,"This view shows the entrance of the St Martin Chapel from the northeast. In order to construct the chapel, the original fresco by the Master of St Francis was partly destroyed.",1301-1350,Fresco
4485,SIMONE MARTINI,View of the St Martin Chapel,https://www.wga.hu/html/s/simone/3assisi/00view1.html,https://www.wga.hu/detail/s/simone/3assisi/00view1.jpg,web_gallery_ssimone3assisi00view1.jpg,"The Chapel of St Martin (Cappella di San Martino) is a rectangular room covered by a barrel vault and ending in a hexagonal apse containing three large two-light windows decorated with stained glass. The lower part of the walls is faced with inlays of stone from Assisi, the capitals of the slender columns are covered with gold leaf. The decoration of the walls, executed by Simone Martini, is devoted to St Martin of Tours. The walls are divided into two levels separated by geometric frames with busts of angels at the corners. The saint's life is represented in ten episodes running first along the bottom row and then along the top.",1301-1350,Fresco
4486,SIMONE MARTINI,Scenes from the Life of St Martin,https://www.wga.hu/html/s/simone/3assisi/00view2.html,https://www.wga.hu/detail/s/simone/3assisi/00view2.jpg,web_gallery_ssimone3assisi00view2.jpg,"The picture shows the east wall of the chapel. The scenes are: Miracle of the Resurrected Child (scene 5, above left), Meditation (scene 6, above right), Division of the Cloak (scene 1, below left), and Dream of St Martin (scene 2, below right).",1301-1350,Fresco
4487,SIMONE MARTINI,Scenes from the Life of St Martin,https://www.wga.hu/html/s/simone/3assisi/00view3.html,https://www.wga.hu/detail/s/simone/3assisi/00view3.jpg,web_gallery_ssimone3assisi00view3.jpg,"The picture shows the west wall of the chapel. The scenes are: Miraculous Mass (scene 7, above left), Miracle of Fire (scene 8, above right), St Martin is Knighted (scene 3, below left), and St Martin Renounces his Weapons (scene 4, below right).",1301-1350,Fresco
4488,SIMONE MARTINI,St Anthony of Padua and St Francis,https://www.wga.hu/html/s/simone/3assisi/1saints/saints10.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints10.jpg,web_gallery_ssimone3assisi1saintssaints10.jpg,"On the underside of the entrance arch of the Cappella di San Martino eight full-length saints are painted in four pairs. They are Saints Francis, Clare, and Anthony of Padua  - tributes to the Order that administered the Basilica - as well as other saints connected to Robert of Anjou: Louis of Toulouse, his older brother; Elizabeth of Hungary, the aunt of his mother, Mary; Louis IX, King of France, his great-grandfather; Mary Magdalene and Catherine of Alexandria, saints his father Charles II was particularly devoted to.",1301-1350,"Fresco, 215 x 185 cm"
4489,SIMONE MARTINI,St Mary Magdalen and St Catherine of Alexandria,https://www.wga.hu/html/s/simone/3assisi/1saints/saints20.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints20.jpg,web_gallery_ssimone3assisi1saintssaints20.jpg,"On the underside of the entrance arch of the Cappella di San Martino eight full-length saints are painted in four pairs. They are Saints Francis, Clare, and Anthony of Padua  - tributes to the Order that administered the Basilica - as well as other saints connected to Robert of Anjou: Louis of Toulouse, his older brother; Elizabeth of Hungary, the aunt of his mother, Mary; Louis IX, King of France, his great-grandfather; Mary Magdalene and Catherine of Alexandria, saints his father Charles II was particularly devoted to.",1301-1350,"Fresco, 215 x 185 cm"
4490,SIMONE MARTINI,St Mary Magdalene (detail),https://www.wga.hu/html/s/simone/3assisi/1saints/saints21.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints21.jpg,web_gallery_ssimone3assisi1saintssaints21.jpg,,1301-1350,"Fresco, 97 x 80 cm (size of detail)"
4491,SIMONE MARTINI,St Louis of France and St Louis of Toulouse,https://www.wga.hu/html/s/simone/3assisi/1saints/saints30.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints30.jpg,web_gallery_ssimone3assisi1saintssaints30.jpg,"On the underside of the entrance arch of the Cappella di San Martino eight full-length saints are painted in four pairs. They are Saints Francis, Clare, and Anthony of Padua  - tributes to the Order that administered the Basilica - as well as other saints connected to Robert of Anjou: Louis of Toulouse, his older brother; Elizabeth of Hungary, the aunt of his mother, Mary; Louis IX, King of France, his great-grandfather; Mary Magdalene and Catherine of Alexandria, saints his father Charles II was particularly devoted to.",1301-1350,"Fresco, 215 x 185 cm"
4492,SIMONE MARTINI,St Louis of France (detail),https://www.wga.hu/html/s/simone/3assisi/1saints/saints31.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints31.jpg,web_gallery_ssimone3assisi1saintssaints31.jpg,,1301-1350,Fresco
4493,SIMONE MARTINI,St Clare and St Elizabeth of Hungary,https://www.wga.hu/html/s/simone/3assisi/1saints/saints40.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints40.jpg,web_gallery_ssimone3assisi1saintssaints40.jpg,"On the underside of the entrance arch of the Cappella di San Martino eight full-length saints are painted in four pairs. They are Saints Francis, Clare, and Anthony of Padua  - tributes to the Order that administered the Basilica - as well as other saints connected to Robert of Anjou: Louis of Toulouse, his older brother; Elizabeth of Hungary, the aunt of his mother, Mary; Louis IX, King of France, his great-grandfather; Mary Magdalene and Catherine of Alexandria, saints his father Charles II was particularly devoted to.",1301-1350,"Fresco, 215 x 185 cm"
4494,SIMONE MARTINI,St Elizabeth of Hungary (detail),https://www.wga.hu/html/s/simone/3assisi/1saints/saints41.html,https://www.wga.hu/detail/s/simone/3assisi/1saints/saints41.jpg,web_gallery_ssimone3assisi1saintssaints41.jpg,,1301-1350,"Fresco, 215 x 185 cm"
4495,SIMONE MARTINI,Dream of St Martin (scene 2),https://www.wga.hu/html/s/simone/3assisi/scenes/20dream.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/20dream.jpg,web_gallery_ssimone3assisiscenes20dream.jpg,"Martin's generous gesture of the division of the cloak is followed by a dream, in which Christ reveals to him that he was really the beggar. Wrapped in the cloak, and pointing at Martin, Jesus addresses the host of angels accompanying him: some are shown praying, others listen to him with their arms crossed, while the mass of gold haloes helps give a sense of depth to the architectural setting. Meanwhile, Martin is sleeping under a blanket of typically Sienese fabric and Simone's realism is evident from one detail in particular: the border of the white sheet and the pillow are decorated with an embroidery called ""drawn-thread"" work, very fashionable at the time. The rigidity of the outstretched'body is intended to convey an intense spiritual participation in the message of Christ, and the way Martin's hand rests on his chest reveals excitement, as though he really were listening to the voice of the Lord.",1301-1350,"Fresco, 265 x 200 cm"
4496,SIMONE MARTINI,Dream of St Martin (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/21dream.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/21dream.jpg,web_gallery_ssimone3assisiscenes21dream.jpg,"Martin is sleeping under a blanket of typically Sienese fabric and Simone's realism is evident from one detail in particular: the border of the white sheet and the pillow are decorated with an embroidery called ""drawn-thread"" work, very fashionable at the time.",1301-1350,"Fresco, 85 x 70 cm (size of detail)"
4497,SIMONE MARTINI,St Martin is Knighted (scene 3),https://www.wga.hu/html/s/simone/3assisi/scenes/30knight.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/30knight.jpg,web_gallery_ssimone3assisiscenes30knight.jpg,"The stories of the life of St Martin that Simone could have used as sources, although none of them mention an actual investiture, do contain references to his military promotions. We can therefore suppose that our painter, surrounded by a world of tournaments and hunting expeditions, pictured a Roman soldier rather like a mediaeval miles and simply transposed a ceremony typical of his times to the late classical world. It is not merely a matter of Panofsky's ""theory of distance,"" according to which mediaeval painters made characters from the past appear more immediate and closer to their public by placing them in Gothic architectural settings and dressing them in 13th-century costumes. Simone (and even more so his patrons who had commissioned the frescoes) used the scene of Martin's investiture to focus attention on courtly and aristocratic customs.",1301-1350,"Fresco, 265 x 200 cm"
4498,SIMONE MARTINI,St Martin is Knighted (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/31knight.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/31knight.jpg,web_gallery_ssimone3assisiscenes31knight.jpg,"Musicians, singers, equerries with weapons and falconers all witness the scene taking place inside a palace with loggias and wooden ceilings.",1301-1350,"Fresco, 87 x 61 cm (size of detail)"
4499,SIMONE MARTINI,St Martin is Knighted (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/32knight.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/32knight.jpg,web_gallery_ssimone3assisiscenes32knight.jpg,"Nothing could be more secular than the figure of the Roman Emperor fastening the sword, the symbol of his newly acquired dignity, around the knight's waist. The Emperor's immobile profile, with his half-open mouth and fixed gaze, is reminiscent of the portraits carved on ancient Roman coins, which Simone probably used as a model: even though it must be Julian the Apostate (and historically it could not be any other emperor), it has been suggested that the features are actually those of Constantine the Great.",1301-1350,Fresco
4500,SIMONE MARTINI,St Martin is Knighted (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/33knight.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/33knight.jpg,web_gallery_ssimone3assisiscenes33knight.jpg,"In this detail of the larger fresco, a group of musicians and singers accompany a secular event: the knighting of the young St Martin. This explains the presence in this picture of the profane double recorder which the Christian church initially rejected. Although we cannot be certain how familiar the painter may have been with the method of playing, from the picture it appears that identical melodies are being played on both recorders, as indicated by the position of the player's hands. The other musician uses a plectrum to play the small, pear-shaped, inlaid lute, while visibly paying attention to his colleagues behind him.",1301-1350,"Fresco, 100 x 82 cm (size of detail)"
4501,SIMONE MARTINI,St Martin is Knighted (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/34knight.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/34knight.jpg,web_gallery_ssimone3assisiscenes34knight.jpg,"The peculiar hat worn by the piper has been convincingly identified as Hungarian - evidence that Simone may indeed joined Cardinal Montefiore's retinue to Buda. The whole group of musicians, and especially the singing trio so wittily compressed into the right edge, marvelously combines observation and invention.",1301-1350,"Fresco, 100 x 82 cm (size of detail)"
4502,SIMONE MARTINI,St Martin Renounces his Weapons (scene 4),https://www.wga.hu/html/s/simone/3assisi/scenes/40renoun.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/40renoun.jpg,web_gallery_ssimone3assisiscenes40renoun.jpg,"In this fresco we see Martin, as an officer in the Roman army face to face with the enemy, announcing his decision: ""I am a soldier of Christ and I cannot fight."" To the left, the Roman camp, with Emperor Julian, a group of soldiers and the treasurer distributing money to the mercenaries. To the right, waiting for the battle, behind the hill, the barbarian army with their armour and their spears. Martin (still a knight, but carrying a cross and shown in the act of blessing) is looking towards the Emperor but walking towards the enemy. His battle is the struggle against paganism, and his only weapon is the word of Christ.",1301-1350,"Fresco, 265 x 230 cm"
4503,SIMONE MARTINI,Saint Martin Renounces his Weapons (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/41renoun.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/41renoun.jpg,web_gallery_ssimone3assisiscenes41renoun.jpg,,1301-1350,"Fresco, 68 x 56 cm (size of detail)"
4504,SIMONE MARTINI,Saint Martin Renounces his Weapons (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/42renoun.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/42renoun.jpg,web_gallery_ssimone3assisiscenes42renoun.jpg,"To the left, the Roman camp, with Emperor Julian, a group of soldiers and the treasurer distributing money to the mercenaries.",1301-1350,Fresco
4505,SIMONE MARTINI,Saint Martin Renounces his Weapons (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/43renoun.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/43renoun.jpg,web_gallery_ssimone3assisiscenes43renoun.jpg,,1301-1350,Fresco
4506,SIMONE MARTINI,Death of St Martin (scene 9),https://www.wga.hu/html/s/simone/3assisi/scenes/90death.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/90death.jpg,web_gallery_ssimone3assisiscenes90death.jpg,"The frescoes of the Death and Funeral on the upper level are the last scenes of the cycle. Animated by light, colour and spatial depth, both these scenes have the same composition, with a crowd of acolytes and followers witnessing the events. The same characters, with the same features but depicted in different poses and with different gestures appear in both scenes: the priest celebrating the ritual of the deceased in the scene of Martin's Death appears in the fresco of the Funeral between the two figures with haloes; the tonsured acolyte dressed in green and red who in the Death is gazing meditatively upwards, in the Funeral is shown holding the celebrant's dalmatic.",1301-1350,"Fresco, 284 x 230 cm"
4507,SIMONE MARTINI,Death of St Martin (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/91death.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/91death.jpg,web_gallery_ssimone3assisiscenes91death.jpg,It is remarkable how much the knight under the little aedicula in the fresco of Martin's Death looks like the portrait of Robert of Anjou in Simone's Naples Altarpiece. ,1301-1350,Fresco
4508,SIMONE MARTINI,Burial of St Martin (scene 10),https://www.wga.hu/html/s/simone/3assisi/scenes/95burial.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/95burial.jpg,web_gallery_ssimone3assisiscenes95burial.jpg,"The frescoes of the Death and Funeral on the upper level are the last scenes of the cycle. Animated by light, colour and spatial depth, both these scenes have the same composition, with a crowd of acolytes and followers witnessing the events. The same characters, with the same features but depicted in different poses and with different gestures appear in both scenes: the priest celebrating the ritual of the deceased in the scene of Martin's Death appears in the fresco of the Funeral between the two figures with haloes; the tonsured acolyte dressed in green and red who in the Death is gazing meditatively upwards, in the Funeral is shown holding the celebrant's dalmatic.",1301-1350,"Fresco, 284 x 230 cm"
4509,SIMONE MARTINI,Burial of St Martin (detail),https://www.wga.hu/html/s/simone/3assisi/scenes/96burial.html,https://www.wga.hu/detail/s/simone/3assisi/scenes/96burial.jpg,web_gallery_ssimone3assisiscenes96burial.jpg,,1301-1350,"Fresco, 140 x 78 cm (size of detail)"
4510,SIMONE MARTINI,St Francis and St Louis of Toulouse,https://www.wga.hu/html/s/simone/3assisi/transept/5saints1.html,https://www.wga.hu/detail/s/simone/3assisi/transept/5saints1.jpg,web_gallery_ssimone3assisitransept5saints1.jpg,"The group of saints painted alongside the altar dedicated to St Elizabeth in the right transept of the Basilica is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals. Scholars have found plausible historical explanations for their presence and identified them. Proceeding from left to right, after Saints Francis, Louis of Toulouse and Elizabeth of Hungary, we find St Margaret: this figure had always been identified as St Clare, until a recent cleaning revealed a small cross, the symbol of St Margaret. Next to her is a young and very beautiful saint, who is probably Henry, Prince of Hungary (and not Louis IX of France, as had been suggested: how could he be a king without a crown?), the son of St Stephen, shown on the next wall with St Ladislaus and the Madonna and Child.",1301-1350,"Fresco, 120 x 152 cm"
4511,SIMONE MARTINI,"St Elisabeth, St Margaret and Henry of Hungary",https://www.wga.hu/html/s/simone/3assisi/transept/5saints2.html,https://www.wga.hu/detail/s/simone/3assisi/transept/5saints2.jpg,web_gallery_ssimone3assisitransept5saints2.jpg,"The group of saints painted alongside the altar dedicated to St Elizabeth in the north transept of the Basilica is an expression of the political and religious feeling that bound the House of Anjou to Hungary and the Spirituals. Scholars have found plausible historical explanations for their presence and identified them. Proceeding from left to right, after Saints Francis, Louis of Toulouse and Elizabeth of Hungary, we find St Margaret: this figure had always been identified as St Clare, until a recent cleaning revealed a small cross, the symbol of St Margaret. Next to her is a young and very beautiful saint, who is probably Henry, Prince of Hungary (and not Louis IX of France, as had been suggested: how could he be a king without a crown?), the son of St Stephen, shown on the next wall with St Ladislaus and the Madonna and Child.",1301-1350,"Fresco, 120 x 228 cm"
4512,SIMONE MARTINI,St Margaret (detail),https://www.wga.hu/html/s/simone/3assisi/transept/5saints3.html,https://www.wga.hu/detail/s/simone/3assisi/transept/5saints3.jpg,web_gallery_ssimone3assisitransept5saints3.jpg,"According to the legend St Margaret was thrown into prison because she rejected Olybrius, the Roman governor. In the prison she was attacked by the Devil and, while at prayer, swallowed by a dragon. Since she was carrying a small crucifix she was able to cut a hole in the monsters belly and escaped.",1301-1350,"Fresco, 67 x 55 cm (size of detail)"
4513,SIMONE MARTINI,Madonna and Child between St Stephen and St Ladislaus,https://www.wga.hu/html/s/simone/3assisi/transept/madonna.html,https://www.wga.hu/detail/s/simone/3assisi/transept/madonna.jpg,web_gallery_ssimone3assisitranseptmadonna.jpg,The fresco representing Madonna and Child between St Stephen and St Ladislaus (both were Hungarian kings) is on the east wall of the north arm of the western transept. It was painted around the same time as the frescoes in the St Martin Chapel.,1301-1350,"Fresco, 110 x 200 cm"
4514,SIMONE MARTINI,Altar of St Louis of Toulouse,https://www.wga.hu/html/s/simone/4altars/1louis/1s_louis.html,https://www.wga.hu/detail/s/simone/4altars/1louis/1s_louis.jpg,web_gallery_ssimone4altars1louis1s_louis.jpg,"The altarpiece was painted for the Angevin, Robert the Wise, King of Sicily. It represents St Louis of Toulouse seated with his brother, Robert the Wise, kneeling before him. The altar is important for its format. It consists of a large upper panel containing the image of the saint; and a predella beneath containing five small scenes showing episodes taken from his life. This is the first altarpiece to survive intact with an historiated predella. (It was certainly not the first to exist.) Simone's altar marks the beginning of a process whereby this format gradually became the normal one.",1301-1350,"Tempera on wood, 200 x 188 cm (without predella)"
4515,SIMONE MARTINI,Altar of St Louis of Toulouse (without predella),https://www.wga.hu/html/s/simone/4altars/1louis/2s_louis.html,https://www.wga.hu/detail/s/simone/4altars/1louis/2s_louis.jpg,web_gallery_ssimone4altars1louis2s_louis.jpg,"The altarpiece represents St Louis of Toulouse seated with his brother, Robert the Wise, kneeling before him.",1301-1350,"Tempera on wood, 200 x 188 cm"
4516,SIMONE MARTINI,Altar of St Louis of Toulouse: predella,https://www.wga.hu/html/s/simone/4altars/1louis/3s_louis.html,https://www.wga.hu/detail/s/simone/4altars/1louis/3s_louis.jpg,web_gallery_ssimone4altars1louis3s_louis.jpg,The predella panel with five scenes illustrates episodes from the Saint's life. The predella scenes are much more lively and realistic than the main panel; their animated narrative quality is more like the St Martin cycle.,1301-1350,"Tempera on wood, 56 x 38 cm (each scene)"
4517,SIMONE MARTINI,Altar of St Louis of Toulouse (detail),https://www.wga.hu/html/s/simone/4altars/1louis/4s_louis.html,https://www.wga.hu/detail/s/simone/4altars/1louis/4s_louis.jpg,web_gallery_ssimone4altars1louis4s_louis.jpg,"The picture shows the extreme right panel of the predella representing the scene of resurrecting a boy. Here we find the scene of a miracle involving a small child: a man prays with a statuette of St Louis in his hands asking for his intervention and his child, who had died shortly before, miraculously comes back to life. With its lively narrative quality and especially because of the iconography involving the death of a child, this scene is very similar to the episodes depicted in the altarpiece of the Blessed Agostino Novello.",1301-1350,"Tempera on wood, 56 x 38 cm"
4518,SIMONE MARTINI,St Catherine and St Lucy,https://www.wga.hu/html/s/simone/4altars/4orvieto/31madonn.html,https://www.wga.hu/detail/s/simone/4altars/4orvieto/31madonn.jpg,web_gallery_ssimone4altars4orvieto31madonn.jpg,The two panels of St Catherine of Alexandria and St Lucy probably belonged to the polyptych of which the central panel was the Madonna and Child with Angels and the Saviour in the Orvieto Cathedral Museum.,1301-1350,"Tempera on wood, 54 x 41 and 51 x 40 cm"
4519,SIMONE MARTINI,"St Ladislaus, King of Hungary",https://www.wga.hu/html/s/simone/4altars/5agostin/7altomon.html,https://www.wga.hu/detail/s/simone/4altars/5agostin/7altomon.jpg,web_gallery_ssimone4altars5agostin7altomon.jpg,"In 1326 Filippo di Sanguineto, Count of Altomonte and an Anjou Court dignitary, came to Siena as part of the retinue of Charles, Duke of Calabria, the heir to the throne of Naples. When the Duke later left Tuscany, Count Filippo stayed behind as a royal deputy; his task was to keep under control the animosity of the Ghibelline forces, led by the very bellicose Castruccio Castracani. It seems quite likely that during his stay in Siena the Lord of Altomonte met the artist who had given such a masterly portrayal of the Anjou of Naples and of Hungary on the walls of the Lower Church in Assisi and in the Naples Altarpiece commissioned by King Robert. So he presumably seized this opportunity to commission a small painting himself, probably a diptych; the little panel showing St Ladislaus, King of Hungary, now in the Museo della Consolazione in Altomonte, was probably part of that diptych.",1301-1350,"Tempera on wood, 45,5 x 21,5 cm"
4520,SIMONE MARTINI,St Peter,https://www.wga.hu/html/s/simone/4altars/6other/2peter.html,https://www.wga.hu/detail/s/simone/4altars/6other/2peter.jpg,web_gallery_ssimone4altars6other2peter.jpg,"As is required by an iconographic tradition without exceptions, St. Peter is represented as an old man holding the two keys, one silver and one gold, with which the prince of the Apostles opens and closes the gate of paradise. The position of the figure and the size of the panel, whose format has not suffered any alterations in the course of time, show that the work was originally part of a set composed by other elements. Apart from the present panel, it included on the left the figure of St Ansano, the protector of the city of Siena, at the centre the Virgin with Child and on the right the figures of St Andrew and of St Luke. The five panels composed a polyptych of a rather unusual shape, with the central panel of the same size as the side panels, and with each element independently framed. The box frames enclosing the various painted panels are in fact original, although their authenticity has often been questioned due perhaps to the restorations they have undergone. Each panel also had the name of the saint represented inscribed on the gilded background, as can still be seen in the St Luke from the Getty Collection; this piece also has the back painted in marble imitation, which may suggest that originally the polyptych was meant to be transported.",1301-1350,"Tempera and gold on panel, 58 x 39 cm"
